,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
15520,Luxembourg,2002,female,5-14 years,0,27411,0.0,"23,616,328,816",56484,Millenials
15521,Luxembourg,2002,male,5-14 years,0,28719,0.0,"23,616,328,816",56484,Millenials
15522,Luxembourg,2003,male,75+ years,6,9133,65.7,"29,557,325,056",69768,Silent
15523,Luxembourg,2003,male,15-24 years,6,26415,22.71,"29,557,325,056",69768,Millenials
15524,Luxembourg,2003,male,55-74 years,8,39335,20.34,"29,557,325,056",69768,Silent
15525,Luxembourg,2003,male,35-54 years,14,70996,19.72,"29,557,325,056",69768,Boomers
15526,Luxembourg,2003,male,25-34 years,5,33450,14.95,"29,557,325,056",69768,Generation X
15527,Luxembourg,2003,female,35-54 years,4,68468,5.84,"29,557,325,056",69768,Boomers
15528,Luxembourg,2003,female,55-74 years,2,41982,4.76,"29,557,325,056",69768,Silent
15529,Luxembourg,2003,female,15-24 years,1,25512,3.92,"29,557,325,056",69768,Millenials
15530,Luxembourg,2003,male,5-14 years,1,29105,3.44,"29,557,325,056",69768,Millenials
15531,Luxembourg,2003,female,25-34 years,1,33475,2.99,"29,557,325,056",69768,Generation X
15532,Luxembourg,2003,female,5-14 years,0,27721,0.0,"29,557,325,056",69768,Millenials
15533,Luxembourg,2003,female,75+ years,0,18062,0.0,"29,557,325,056",69768,Silent
15534,Luxembourg,2004,male,75+ years,6,9641,62.23,"34,685,281,848",80639,Silent
15535,Luxembourg,2004,male,25-34 years,9,33259,27.06,"34,685,281,848",80639,Generation X
15536,Luxembourg,2004,male,35-54 years,19,72279,26.29,"34,685,281,848",80639,Boomers
15537,Luxembourg,2004,male,55-74 years,7,40050,17.48,"34,685,281,848",80639,Silent
15538,Luxembourg,2004,female,75+ years,3,18524,16.2,"34,685,281,848",80639,Silent
15539,Luxembourg,2004,male,15-24 years,4,27235,14.69,"34,685,281,848",80639,Millenials
15540,Luxembourg,2004,female,55-74 years,6,42429,14.14,"34,685,281,848",80639,Silent
15541,Luxembourg,2004,female,35-54 years,8,69884,11.45,"34,685,281,848",80639,Boomers
15542,Luxembourg,2004,female,15-24 years,0,26128,0.0,"34,685,281,848",80639,Millenials
15543,Luxembourg,2004,female,25-34 years,0,33179,0.0,"34,685,281,848",80639,Generation X
15544,Luxembourg,2004,female,5-14 years,0,28020,0.0,"34,685,281,848",80639,Millenials
15545,Luxembourg,2004,male,5-14 years,0,29500,0.0,"34,685,281,848",80639,Millenials
15546,Luxembourg,2005,male,75+ years,7,10242,68.35,"37,347,394,603",85397,Silent
15547,Luxembourg,2005,male,35-54 years,16,73579,21.75,"37,347,394,603",85397,Boomers
15548,Luxembourg,2005,male,15-24 years,6,27957,21.46,"37,347,394,603",85397,Millenials
15549,Luxembourg,2005,male,55-74 years,7,40759,17.17,"37,347,394,603",85397,Silent
15550,Luxembourg,2005,male,25-34 years,3,33273,9.02,"37,347,394,603",85397,Generation X
15551,Luxembourg,2005,female,35-54 years,6,71364,8.41,"37,347,394,603",85397,Boomers
15552,Luxembourg,2005,female,75+ years,1,19135,5.23,"37,347,394,603",85397,Silent
15553,Luxembourg,2005,female,55-74 years,2,42875,4.66,"37,347,394,603",85397,Silent
15554,Luxembourg,2005,female,25-34 years,1,33120,3.02,"37,347,394,603",85397,Generation X
15555,Luxembourg,2005,female,15-24 years,0,26691,0.0,"37,347,394,603",85397,Millenials
15556,Luxembourg,2005,female,5-14 years,0,28450,0.0,"37,347,394,603",85397,Millenials
15557,Luxembourg,2005,male,5-14 years,0,29893,0.0,"37,347,394,603",85397,Millenials
15558,Luxembourg,2006,male,75+ years,8,10878,73.54,"42,414,308,117",95351,Silent
15559,Luxembourg,2006,male,35-54 years,22,75006,29.33,"42,414,308,117",95351,Boomers
15560,Luxembourg,2006,male,55-74 years,10,41414,24.15,"42,414,308,117",95351,Silent
15561,Luxembourg,2006,female,35-54 years,12,72885,16.46,"42,414,308,117",95351,Boomers
15562,Luxembourg,2006,male,15-24 years,4,28509,14.03,"42,414,308,117",95351,Millenials
15563,Luxembourg,2006,female,55-74 years,4,43289,9.24,"42,414,308,117",95351,Silent
15564,Luxembourg,2006,male,25-34 years,3,33484,8.96,"42,414,308,117",95351,Generation X
15565,Luxembourg,2006,female,75+ years,1,19651,5.09,"42,414,308,117",95351,Silent
15566,Luxembourg,2006,female,25-34 years,1,33421,2.99,"42,414,308,117",95351,Generation X
15567,Luxembourg,2006,female,15-24 years,0,27217,0.0,"42,414,308,117",95351,Millenials
15568,Luxembourg,2006,female,5-14 years,0,28857,0.0,"42,414,308,117",95351,Millenials
15569,Luxembourg,2006,male,5-14 years,0,30210,0.0,"42,414,308,117",95351,Millenials
15570,Luxembourg,2007,male,55-74 years,14,42200,33.18,"50,888,134,410",112581,Silent
15571,Luxembourg,2007,male,35-54 years,25,76346,32.75,"50,888,134,410",112581,Boomers
15572,Luxembourg,2007,male,25-34 years,9,33901,26.55,"50,888,134,410",112581,Generation X
15573,Luxembourg,2007,male,75+ years,3,11340,26.46,"50,888,134,410",112581,Silent
15574,Luxembourg,2007,female,55-74 years,10,43834,22.81,"50,888,134,410",112581,Silent
15575,Luxembourg,2007,female,35-54 years,9,74214,12.13,"50,888,134,410",112581,Boomers
15576,Luxembourg,2007,female,75+ years,2,20040,9.98,"50,888,134,410",112581,Silent
15577,Luxembourg,2007,female,15-24 years,2,27674,7.23,"50,888,134,410",112581,Millenials
15578,Luxembourg,2007,male,15-24 years,2,28964,6.91,"50,888,134,410",112581,Millenials
15579,Luxembourg,2007,female,25-34 years,2,33942,5.89,"50,888,134,410",112581,Generation X
15580,Luxembourg,2007,female,5-14 years,0,29088,0.0,"50,888,134,410",112581,Generation Z
15581,Luxembourg,2007,male,5-14 years,0,30469,0.0,"50,888,134,410",112581,Generation Z
15582,Luxembourg,2008,male,75+ years,5,11706,42.71,"55,849,686,539",121315,Silent
15583,Luxembourg,2008,male,35-54 years,20,77730,25.73,"55,849,686,539",121315,Boomers
15584,Luxembourg,2008,male,55-74 years,6,43218,13.88,"55,849,686,539",121315,Silent
15585,Luxembourg,2008,male,25-34 years,4,34724,11.52,"55,849,686,539",121315,Generation X
15586,Luxembourg,2008,female,55-74 years,3,44697,6.71,"55,849,686,539",121315,Silent
15587,Luxembourg,2008,female,75+ years,1,20350,4.91,"55,849,686,539",121315,Silent
15588,Luxembourg,2008,female,35-54 years,3,75463,3.98,"55,849,686,539",121315,Boomers
15589,Luxembourg,2008,female,25-34 years,1,34796,2.87,"55,849,686,539",121315,Generation X
15590,Luxembourg,2008,female,15-24 years,0,28190,0.0,"55,849,686,539",121315,Millenials
15591,Luxembourg,2008,female,5-14 years,0,29210,0.0,"55,849,686,539",121315,Generation Z
15592,Luxembourg,2008,male,15-24 years,0,29576,0.0,"55,849,686,539",121315,Millenials
15593,Luxembourg,2008,male,5-14 years,0,30711,0.0,"55,849,686,539",121315,Generation Z
15594,Luxembourg,2009,male,75+ years,3,12114,24.76,"51,370,543,206",109483,Silent
15595,Luxembourg,2009,male,55-74 years,10,44418,22.51,"51,370,543,206",109483,Silent
15596,Luxembourg,2009,male,35-54 years,16,79077,20.23,"51,370,543,206",109483,Boomers
15597,Luxembourg,2009,male,25-34 years,6,35713,16.8,"51,370,543,206",109483,Generation X
15598,Luxembourg,2009,female,35-54 years,7,76687,9.13,"51,370,543,206",109483,Boomers
15599,Luxembourg,2009,female,55-74 years,3,45716,6.56,"51,370,543,206",109483,Silent
15600,Luxembourg,2009,female,75+ years,1,20687,4.83,"51,370,543,206",109483,Silent
15601,Luxembourg,2009,male,15-24 years,1,30148,3.32,"51,370,543,206",109483,Millenials
15602,Luxembourg,2009,female,25-34 years,1,35557,2.81,"51,370,543,206",109483,Generation X
15603,Luxembourg,2009,female,15-24 years,0,28821,0.0,"51,370,543,206",109483,Millenials
15604,Luxembourg,2009,female,5-14 years,0,29292,0.0,"51,370,543,206",109483,Generation Z
15605,Luxembourg,2009,male,5-14 years,0,30979,0.0,"51,370,543,206",109483,Generation Z
15606,Luxembourg,2010,male,75+ years,7,12469,56.14,"53,212,476,812",111328,Silent
15607,Luxembourg,2010,male,35-54 years,24,80477,29.82,"53,212,476,812",111328,Generation X
15608,Luxembourg,2010,male,55-74 years,5,45726,10.93,"53,212,476,812",111328,Silent
15609,Luxembourg,2010,male,15-24 years,3,30768,9.75,"53,212,476,812",111328,Millenials
15610,Luxembourg,2010,male,25-34 years,3,36519,8.21,"53,212,476,812",111328,Generation X
15611,Luxembourg,2010,female,35-54 years,5,77946,6.41,"53,212,476,812",111328,Generation X
15612,Luxembourg,2010,female,55-74 years,3,46835,6.41,"53,212,476,812",111328,Silent
15613,Luxembourg,2010,female,25-34 years,2,36069,5.54,"53,212,476,812",111328,Generation X
15614,Luxembourg,2010,female,75+ years,1,21038,4.75,"53,212,476,812",111328,Silent
15615,Luxembourg,2010,male,5-14 years,1,31209,3.2,"53,212,476,812",111328,Generation Z
15616,Luxembourg,2010,female,15-24 years,0,29539,0.0,"53,212,476,812",111328,Millenials
15617,Luxembourg,2010,female,5-14 years,0,29384,0.0,"53,212,476,812",111328,Generation Z
15618,Luxembourg,2011,male,75+ years,4,12991,30.79,"60,004,630,234",122729,Silent
15619,Luxembourg,2011,male,35-54 years,20,82530,24.23,"60,004,630,234",122729,Generation X
15620,Luxembourg,2011,female,75+ years,5,21428,23.33,"60,004,630,234",122729,Silent
15621,Luxembourg,2011,male,55-74 years,7,47058,14.88,"60,004,630,234",122729,Boomers
15622,Luxembourg,2011,male,25-34 years,4,37499,10.67,"60,004,630,234",122729,Millenials
15623,Luxembourg,2011,female,15-24 years,3,30482,9.84,"60,004,630,234",122729,Millenials
15624,Luxembourg,2011,female,35-54 years,6,79200,7.58,"60,004,630,234",122729,Generation X
15625,Luxembourg,2011,male,15-24 years,2,31906,6.27,"60,004,630,234",122729,Millenials
15626,Luxembourg,2011,female,55-74 years,3,48023,6.25,"60,004,630,234",122729,Boomers
15627,Luxembourg,2011,female,25-34 years,1,37231,2.69,"60,004,630,234",122729,Millenials
15628,Luxembourg,2011,female,5-14 years,0,29358,0.0,"60,004,630,234",122729,Generation Z
15629,Luxembourg,2011,male,5-14 years,0,31212,0.0,"60,004,630,234",122729,Generation Z
15630,Luxembourg,2012,male,75+ years,7,13581,51.54,"56,677,961,787",113120,Silent
15631,Luxembourg,2012,male,55-74 years,10,48506,20.62,"56,677,961,787",113120,Boomers
15632,Luxembourg,2012,male,35-54 years,13,84570,15.37,"56,677,961,787",113120,Generation X
15633,Luxembourg,2012,male,15-24 years,5,33062,15.12,"56,677,961,787",113120,Millenials
15634,Luxembourg,2012,male,25-34 years,4,38866,10.29,"56,677,961,787",113120,Millenials
15635,Luxembourg,2012,female,75+ years,2,21770,9.19,"56,677,961,787",113120,Silent
15636,Luxembourg,2012,female,35-54 years,5,80598,6.2,"56,677,961,787",113120,Generation X
15637,Luxembourg,2012,female,55-74 years,3,49311,6.08,"56,677,961,787",113120,Boomers
15638,Luxembourg,2012,female,15-24 years,1,31459,3.18,"56,677,961,787",113120,Millenials
15639,Luxembourg,2012,female,25-34 years,1,38629,2.59,"56,677,961,787",113120,Millenials
15640,Luxembourg,2012,female,5-14 years,0,29466,0.0,"56,677,961,787",113120,Generation Z
15641,Luxembourg,2012,male,5-14 years,0,31226,0.0,"56,677,961,787",113120,Generation Z
15642,Luxembourg,2013,male,75+ years,3,14046,21.36,"61,739,352,212",120423,Silent
15643,Luxembourg,2013,male,55-74 years,9,50291,17.9,"61,739,352,212",120423,Boomers
15644,Luxembourg,2013,female,55-74 years,8,50752,15.76,"61,739,352,212",120423,Boomers
15645,Luxembourg,2013,male,35-54 years,10,86356,11.58,"61,739,352,212",120423,Generation X
15646,Luxembourg,2013,female,75+ years,2,22111,9.05,"61,739,352,212",120423,Silent
15647,Luxembourg,2013,male,15-24 years,2,33718,5.93,"61,739,352,212",120423,Millenials
15648,Luxembourg,2013,female,25-34 years,2,39688,5.04,"61,739,352,212",120423,Millenials
15649,Luxembourg,2013,female,35-54 years,4,82301,4.86,"61,739,352,212",120423,Generation X
15650,Luxembourg,2013,female,15-24 years,0,32027,0.0,"61,739,352,212",120423,Millenials
15651,Luxembourg,2013,female,5-14 years,0,29800,0.0,"61,739,352,212",120423,Generation Z
15652,Luxembourg,2013,male,25-34 years,0,40174,0.0,"61,739,352,212",120423,Millenials
15653,Luxembourg,2013,male,5-14 years,0,31425,0.0,"61,739,352,212",120423,Generation Z
15654,Luxembourg,2014,male,55-74 years,18,52295,34.42,"66,327,344,189",126352,Boomers
15655,Luxembourg,2014,male,75+ years,4,14546,27.5,"66,327,344,189",126352,Silent
15656,Luxembourg,2014,male,35-54 years,20,88218,22.67,"66,327,344,189",126352,Generation X
15657,Luxembourg,2014,male,25-34 years,7,41442,16.89,"66,327,344,189",126352,Millenials
15658,Luxembourg,2014,female,75+ years,3,22669,13.23,"66,327,344,189",126352,Silent
15659,Luxembourg,2014,female,55-74 years,5,52260,9.57,"66,327,344,189",126352,Boomers
15660,Luxembourg,2014,female,15-24 years,2,32510,6.15,"66,327,344,189",126352,Millenials
15661,Luxembourg,2014,male,15-24 years,2,34219,5.84,"66,327,344,189",126352,Millenials
15662,Luxembourg,2014,female,25-34 years,2,40862,4.89,"66,327,344,189",126352,Millenials
15663,Luxembourg,2014,female,35-54 years,3,84147,3.57,"66,327,344,189",126352,Generation X
15664,Luxembourg,2014,male,5-14 years,1,31718,3.15,"66,327,344,189",126352,Generation Z
15665,Luxembourg,2014,female,5-14 years,0,30054,0.0,"66,327,344,189",126352,Generation Z
15666,Luxembourg,2015,male,55-74 years,16,54325,29.45,"57,784,495,265",107456,Boomers
15667,Luxembourg,2015,male,75+ years,4,15011,26.65,"57,784,495,265",107456,Silent
15668,Luxembourg,2015,male,35-54 years,17,90095,18.87,"57,784,495,265",107456,Generation X
15669,Luxembourg,2015,female,55-74 years,9,53878,16.7,"57,784,495,265",107456,Boomers
15670,Luxembourg,2015,male,15-24 years,4,34757,11.51,"57,784,495,265",107456,Millenials
15671,Luxembourg,2015,male,25-34 years,4,42930,9.32,"57,784,495,265",107456,Millenials
15672,Luxembourg,2015,female,75+ years,2,23189,8.62,"57,784,495,265",107456,Silent
15673,Luxembourg,2015,female,35-54 years,6,85928,6.98,"57,784,495,265",107456,Generation X
15674,Luxembourg,2015,female,5-14 years,1,30367,3.29,"57,784,495,265",107456,Generation Z
15675,Luxembourg,2015,female,15-24 years,1,33170,3.01,"57,784,495,265",107456,Millenials
15676,Luxembourg,2015,female,25-34 years,0,42000,0.0,"57,784,495,265",107456,Millenials
15677,Luxembourg,2015,male,5-14 years,0,32098,0.0,"57,784,495,265",107456,Generation Z
15930,Malta,1995,male,15-24 years,4,28300,14.13,"3,439,931,907",9974,Generation X
15931,Malta,1995,male,35-54 years,4,53800,7.43,"3,439,931,907",9974,Boomers
15932,Malta,1995,female,35-54 years,4,53900,7.42,"3,439,931,907",9974,Boomers
15933,Malta,1995,male,55-74 years,2,27600,7.25,"3,439,931,907",9974,Silent
15934,Malta,1995,female,25-34 years,1,24900,4.02,"3,439,931,907",9974,Generation X
15935,Malta,1995,male,25-34 years,1,26500,3.77,"3,439,931,907",9974,Generation X
15936,Malta,1995,female,55-74 years,1,33300,3.0,"3,439,931,907",9974,Silent
15937,Malta,1995,female,15-24 years,0,26600,0.0,"3,439,931,907",9974,Generation X
15938,Malta,1995,female,5-14 years,0,26900,0.0,"3,439,931,907",9974,Millenials
15939,Malta,1995,female,75+ years,0,9000,0.0,"3,439,931,907",9974,G.I. Generation
15940,Malta,1995,male,5-14 years,0,28200,0.0,"3,439,931,907",9974,Millenials
15941,Malta,1995,male,75+ years,0,5900,0.0,"3,439,931,907",9974,G.I. Generation
15942,Malta,1996,male,75+ years,1,6400,15.63,"3,570,271,558",10254,G.I. Generation
15943,Malta,1996,male,25-34 years,3,25500,11.76,"3,570,271,558",10254,Generation X
15944,Malta,1996,male,15-24 years,3,28700,10.45,"3,570,271,558",10254,Generation X
15945,Malta,1996,female,25-34 years,1,24000,4.17,"3,570,271,558",10254,Generation X
15946,Malta,1996,male,55-74 years,1,27700,3.61,"3,570,271,558",10254,Silent
15947,Malta,1996,male,35-54 years,1,55200,1.81,"3,570,271,558",10254,Boomers
15948,Malta,1996,female,15-24 years,0,26900,0.0,"3,570,271,558",10254,Generation X
15949,Malta,1996,female,35-54 years,0,55000,0.0,"3,570,271,558",10254,Boomers
15950,Malta,1996,female,5-14 years,0,27100,0.0,"3,570,271,558",10254,Millenials
15951,Malta,1996,female,55-74 years,0,33400,0.0,"3,570,271,558",10254,Silent
15952,Malta,1996,female,75+ years,0,9700,0.0,"3,570,271,558",10254,G.I. Generation
15953,Malta,1996,male,5-14 years,0,28600,0.0,"3,570,271,558",10254,Millenials
15954,Malta,1997,male,75+ years,2,6700,29.85,"3,705,372,039",10575,G.I. Generation
15955,Malta,1997,male,15-24 years,3,29000,10.34,"3,705,372,039",10575,Generation X
15956,Malta,1997,female,25-34 years,2,23300,8.58,"3,705,372,039",10575,Generation X
15957,Malta,1997,male,25-34 years,2,24500,8.16,"3,705,372,039",10575,Generation X
15958,Malta,1997,male,35-54 years,4,56400,7.09,"3,705,372,039",10575,Boomers
15959,Malta,1997,female,15-24 years,1,27300,3.66,"3,705,372,039",10575,Generation X
15960,Malta,1997,female,55-74 years,1,33300,3.0,"3,705,372,039",10575,Silent
15961,Malta,1997,female,35-54 years,0,56100,0.0,"3,705,372,039",10575,Boomers
15962,Malta,1997,female,5-14 years,0,27100,0.0,"3,705,372,039",10575,Millenials
15963,Malta,1997,female,75+ years,0,10300,0.0,"3,705,372,039",10575,G.I. Generation
15964,Malta,1997,male,5-14 years,0,28800,0.0,"3,705,372,039",10575,Millenials
15965,Malta,1997,male,55-74 years,0,27600,0.0,"3,705,372,039",10575,Silent
15966,Malta,1998,male,55-74 years,4,27900,14.34,"3,923,637,971",11103,Silent
15967,Malta,1998,male,35-54 years,6,57500,10.43,"3,923,637,971",11103,Boomers
15968,Malta,1998,male,25-34 years,1,24400,4.1,"3,923,637,971",11103,Generation X
15969,Malta,1998,female,35-54 years,1,56900,1.76,"3,923,637,971",11103,Boomers
15970,Malta,1998,female,15-24 years,0,27600,0.0,"3,923,637,971",11103,Generation X
15971,Malta,1998,female,25-34 years,0,23200,0.0,"3,923,637,971",11103,Generation X
15972,Malta,1998,female,5-14 years,0,26900,0.0,"3,923,637,971",11103,Millenials
15973,Malta,1998,female,55-74 years,0,33400,0.0,"3,923,637,971",11103,Silent
15974,Malta,1998,female,75+ years,0,10700,0.0,"3,923,637,971",11103,G.I. Generation
15975,Malta,1998,male,15-24 years,0,29500,0.0,"3,923,637,971",11103,Generation X
15976,Malta,1998,male,5-14 years,0,28500,0.0,"3,923,637,971",11103,Millenials
15977,Malta,1998,male,75+ years,0,6900,0.0,"3,923,637,971",11103,G.I. Generation
15978,Malta,1999,male,25-34 years,6,24500,24.49,"4,127,313,818",11607,Generation X
15979,Malta,1999,male,35-54 years,11,57600,19.1,"4,127,313,818",11607,Boomers
15980,Malta,1999,male,75+ years,1,7100,14.08,"4,127,313,818",11607,G.I. Generation
15981,Malta,1999,male,55-74 years,3,28900,10.38,"4,127,313,818",11607,Silent
15982,Malta,1999,female,75+ years,1,10900,9.17,"4,127,313,818",11607,G.I. Generation
15983,Malta,1999,female,55-74 years,2,34300,5.83,"4,127,313,818",11607,Silent
15984,Malta,1999,female,15-24 years,1,27900,3.58,"4,127,313,818",11607,Generation X
15985,Malta,1999,male,15-24 years,1,29700,3.37,"4,127,313,818",11607,Generation X
15986,Malta,1999,female,35-54 years,1,56800,1.76,"4,127,313,818",11607,Boomers
15987,Malta,1999,female,25-34 years,0,23300,0.0,"4,127,313,818",11607,Generation X
15988,Malta,1999,female,5-14 years,0,26500,0.0,"4,127,313,818",11607,Millenials
15989,Malta,1999,male,5-14 years,0,28100,0.0,"4,127,313,818",11607,Millenials
15990,Malta,2000,male,75+ years,2,7490,26.7,"4,306,192,436",11873,G.I. Generation
15991,Malta,2000,male,35-54 years,10,57860,17.28,"4,306,192,436",11873,Boomers
15992,Malta,2000,female,25-34 years,2,24143,8.28,"4,306,192,436",11873,Generation X
15993,Malta,2000,male,25-34 years,2,25318,7.9,"4,306,192,436",11873,Generation X
15994,Malta,2000,male,55-74 years,2,30530,6.55,"4,306,192,436",11873,Silent
15995,Malta,2000,female,35-54 years,3,57250,5.24,"4,306,192,436",11873,Boomers
15996,Malta,2000,male,15-24 years,1,30093,3.32,"4,306,192,436",11873,Generation X
15997,Malta,2000,female,55-74 years,1,35917,2.78,"4,306,192,436",11873,Silent
15998,Malta,2000,female,15-24 years,0,28328,0.0,"4,306,192,436",11873,Generation X
15999,Malta,2000,female,5-14 years,0,26312,0.0,"4,306,192,436",11873,Millenials
16000,Malta,2000,female,75+ years,0,11486,0.0,"4,306,192,436",11873,G.I. Generation
16001,Malta,2000,male,5-14 years,0,27949,0.0,"4,306,192,436",11873,Millenials
16002,Malta,2001,male,55-74 years,7,32328,21.65,"4,331,870,648",11691,Silent
16003,Malta,2001,male,35-54 years,9,58158,15.48,"4,331,870,648",11691,Boomers
16004,Malta,2001,male,15-24 years,4,30318,13.19,"4,331,870,648",11691,Millenials
16005,Malta,2001,male,25-34 years,3,26449,11.34,"4,331,870,648",11691,Generation X
16006,Malta,2001,female,75+ years,1,12003,8.33,"4,331,870,648",11691,Silent
16007,Malta,2001,female,35-54 years,3,57647,5.2,"4,331,870,648",11691,Boomers
16008,Malta,2001,female,25-34 years,1,25332,3.95,"4,331,870,648",11691,Generation X
16009,Malta,2001,female,15-24 years,1,28539,3.5,"4,331,870,648",11691,Millenials
16010,Malta,2001,female,55-74 years,1,37731,2.65,"4,331,870,648",11691,Silent
16011,Malta,2001,female,5-14 years,0,26275,0.0,"4,331,870,648",11691,Millenials
16012,Malta,2001,male,5-14 years,0,27860,0.0,"4,331,870,648",11691,Millenials
16013,Malta,2001,male,75+ years,0,7901,0.0,"4,331,870,648",11691,Silent
16014,Malta,2002,male,25-34 years,3,27382,10.96,"4,689,832,690",12524,Generation X
16015,Malta,2002,male,55-74 years,3,33995,8.82,"4,689,832,690",12524,Silent
16016,Malta,2002,male,35-54 years,5,57735,8.66,"4,689,832,690",12524,Boomers
16017,Malta,2002,female,75+ years,1,12453,8.03,"4,689,832,690",12524,Silent
16018,Malta,2002,female,25-34 years,2,26071,7.67,"4,689,832,690",12524,Generation X
16019,Malta,2002,female,55-74 years,3,39275,7.64,"4,689,832,690",12524,Silent
16020,Malta,2002,female,35-54 years,2,57093,3.5,"4,689,832,690",12524,Boomers
16021,Malta,2002,female,15-24 years,0,28419,0.0,"4,689,832,690",12524,Millenials
16022,Malta,2002,female,5-14 years,0,26052,0.0,"4,689,832,690",12524,Millenials
16023,Malta,2002,male,15-24 years,0,30264,0.0,"4,689,832,690",12524,Millenials
16024,Malta,2002,male,5-14 years,0,27603,0.0,"4,689,832,690",12524,Millenials
16025,Malta,2002,male,75+ years,0,8114,0.0,"4,689,832,690",12524,Silent
16026,Malta,2003,male,75+ years,2,8244,24.26,"5,456,583,589",14444,Silent
16027,Malta,2003,male,25-34 years,6,28256,21.23,"5,456,583,589",14444,Generation X
16028,Malta,2003,male,55-74 years,4,35758,11.19,"5,456,583,589",14444,Silent
16029,Malta,2003,male,35-54 years,4,57171,7.0,"5,456,583,589",14444,Boomers
16030,Malta,2003,female,25-34 years,1,26726,3.74,"5,456,583,589",14444,Generation X
16031,Malta,2003,male,15-24 years,1,30207,3.31,"5,456,583,589",14444,Millenials
16032,Malta,2003,female,55-74 years,1,40926,2.44,"5,456,583,589",14444,Silent
16033,Malta,2003,female,35-54 years,1,56431,1.77,"5,456,583,589",14444,Boomers
16034,Malta,2003,female,15-24 years,0,28425,0.0,"5,456,583,589",14444,Millenials
16035,Malta,2003,female,5-14 years,0,25606,0.0,"5,456,583,589",14444,Millenials
16036,Malta,2003,female,75+ years,0,12812,0.0,"5,456,583,589",14444,Silent
16037,Malta,2003,male,5-14 years,0,27223,0.0,"5,456,583,589",14444,Millenials
16038,Malta,2004,male,75+ years,2,8419,23.76,"6,062,780,269",15916,Silent
16039,Malta,2004,female,75+ years,2,13109,15.26,"6,062,780,269",15916,Silent
16040,Malta,2004,male,55-74 years,4,37496,10.67,"6,062,780,269",15916,Silent
16041,Malta,2004,male,35-54 years,6,56670,10.59,"6,062,780,269",15916,Boomers
16042,Malta,2004,female,35-54 years,4,55890,7.16,"6,062,780,269",15916,Boomers
16043,Malta,2004,female,15-24 years,2,28457,7.03,"6,062,780,269",15916,Millenials
16044,Malta,2004,male,15-24 years,2,30133,6.64,"6,062,780,269",15916,Millenials
16045,Malta,2004,female,55-74 years,2,42492,4.71,"6,062,780,269",15916,Silent
16046,Malta,2004,female,25-34 years,0,27498,0.0,"6,062,780,269",15916,Generation X
16047,Malta,2004,female,5-14 years,0,25007,0.0,"6,062,780,269",15916,Millenials
16048,Malta,2004,male,25-34 years,0,29132,0.0,"6,062,780,269",15916,Generation X
16049,Malta,2004,male,5-14 years,0,26615,0.0,"6,062,780,269",15916,Millenials
16050,Malta,2005,male,75+ years,3,8723,34.39,"6,394,851,387",16648,Silent
16051,Malta,2005,male,35-54 years,8,56364,14.19,"6,394,851,387",16648,Boomers
16052,Malta,2005,male,55-74 years,4,39592,10.1,"6,394,851,387",16648,Silent
16053,Malta,2005,female,35-54 years,2,55449,3.61,"6,394,851,387",16648,Boomers
16054,Malta,2005,male,25-34 years,1,29584,3.38,"6,394,851,387",16648,Generation X
16055,Malta,2005,female,55-74 years,1,44074,2.27,"6,394,851,387",16648,Silent
16056,Malta,2005,female,15-24 years,0,28404,0.0,"6,394,851,387",16648,Millenials
16057,Malta,2005,female,25-34 years,0,27895,0.0,"6,394,851,387",16648,Generation X
16058,Malta,2005,female,5-14 years,0,24481,0.0,"6,394,851,387",16648,Millenials
16059,Malta,2005,female,75+ years,0,13684,0.0,"6,394,851,387",16648,Silent
16060,Malta,2005,male,15-24 years,0,29930,0.0,"6,394,851,387",16648,Millenials
16061,Malta,2005,male,5-14 years,0,25931,0.0,"6,394,851,387",16648,Millenials
16062,Malta,2006,male,75+ years,3,9015,33.28,"6,757,119,558",17504,Silent
16063,Malta,2006,male,35-54 years,8,56268,14.22,"6,757,119,558",17504,Boomers
16064,Malta,2006,male,15-24 years,3,29634,10.12,"6,757,119,558",17504,Millenials
16065,Malta,2006,male,25-34 years,3,29744,10.09,"6,757,119,558",17504,Generation X
16066,Malta,2006,male,55-74 years,4,41468,9.65,"6,757,119,558",17504,Silent
16067,Malta,2006,female,35-54 years,3,55069,5.45,"6,757,119,558",17504,Boomers
16068,Malta,2006,female,55-74 years,2,45421,4.4,"6,757,119,558",17504,Silent
16069,Malta,2006,female,15-24 years,0,28188,0.0,"6,757,119,558",17504,Millenials
16070,Malta,2006,female,25-34 years,0,27929,0.0,"6,757,119,558",17504,Generation X
16071,Malta,2006,female,5-14 years,0,23826,0.0,"6,757,119,558",17504,Millenials
16072,Malta,2006,female,75+ years,0,14319,0.0,"6,757,119,558",17504,Silent
16073,Malta,2006,male,5-14 years,0,25157,0.0,"6,757,119,558",17504,Millenials
16074,Malta,2007,male,35-54 years,12,56285,21.32,"7,880,509,171",20333,Boomers
16075,Malta,2007,male,25-34 years,5,30315,16.49,"7,880,509,171",20333,Generation X
16076,Malta,2007,male,55-74 years,5,42777,11.69,"7,880,509,171",20333,Silent
16077,Malta,2007,male,75+ years,1,9256,10.8,"7,880,509,171",20333,Silent
16078,Malta,2007,male,15-24 years,2,29328,6.82,"7,880,509,171",20333,Millenials
16079,Malta,2007,female,75+ years,1,14886,6.72,"7,880,509,171",20333,Silent
